0,1,2,3,4,5,6,7,8,9
0.04358898943540673,0.17008009584214193,0.27691463848091624,0.27366908527754863,0.36329742055228054,0.4493547350189487,0.5492492412949519,0.5573045964345253,0.5854445278532354,0.6956234435307133
0.0,0.06324555320336758,0.12324555320336758,0.24364600011746043,0.49353082008605487,0.5103138442308923,0.535401477304142,0.5471031700371702,0.5931215983251739,0.6529353920296768
0.14717797887081346,0.18324555320336758,0.34935229852508043,0.5110350697153556,0.4848061003999833,0.5373341846277502,0.6648173328979357,0.5814041288365185,0.5803019861580022,0.5782214543644939
0.5275195333559136,0.5268488474416735,0.4682705517960228,0.5432809508143247,0.5878857267981881,0.6535448608880214,0.6148503240887753,0.6920339895375983,0.546443849436738,0.5970324953433149
0.5336539529703452,0.49760542876395036,0.5929535616071757,0.5785790993678532,0.6304499950802153,0.6392105057674321,0.6199363621150548,0.5975213202255383,0.6307104584154006,0.5752890168972907
0.7036985931543998,0.5310991203668798,0.5095392611671314,0.5761639472321309,0.6394305425200005,0.6346032430340008,0.7379651629400804,0.6097166386388505,0.7006029826508803,0.6031465089520343
0.6503740206019354,0.7232999539858349,0.6485555835297946,0.6628313539287749,0.5787574417003999,0.6855395159679295,0.6854348078542365,0.6068199264490568,0.661744136602191,0.6870604278020156
0.5926446628133075,0.6676387143180964,0.6171913503846214,0.6649760967838013,0.6074504612979568,0.6755008146697066,0.6323190500591327,0.7263109131255903,0.6258174104579973,0.6371818792576897
0.6478949079279381,0.6966298722229595,0.6357502776127913,0.6928337280086958,0.6710945046431329,0.7270559373893658,0.64363821262475,0.669168269167819,0.5707628737075463,0.6569954796191704
0.6962188776698515,0.6940189123688423,0.6074504612979568,0.6869359100348384,0.6659561224220273,0.6517962313301013,0.6863042999347919,0.6264801474612813,0.6965668460622128,0.702065380740871
0.738181177540689,0.6049713486239595,0.7157497185081338,0.7037584186610595,0.6659361565530101,0.6191312397158854,0.6178156575404118,0.5822042527813475,0.7222669264339562,0.6646820226522963
0.6503740206019354,0.7352598797767517,0.7103787687617772,0.6790218095069338,0.6503740206019354,0.7081788034607681,0.6049713486239595,0.7511023627647467,0.6154844163699265,0.6292431252931634
0.7103787687617772,0.6979014695659205,0.6374528353778777,0.6691378013538678,0.662054799019864,0.6803763946818563,0.6803763946818564,0.6800960476449359,0.6937506064554209,0.6912555883318166
