0,1,2,3,4,5,6,7,8,9
0.04358898943540673,0.10683454263877432,0.2300800958421419,0.32654811708878884,0.3826434875387844,0.4456639531825003,0.4665853963445462,0.5427045964906014,0.5932760929231329,0.5648569718163232
0.06324555320336758,0.06324555320336758,0.278142620305852,0.33633634801348267,0.4832119010981016,0.5263816115439399,0.5014105022682162,0.5540769070984248,0.5741795693848473,0.6327174416885546
0.18324555320336758,0.3385994281687617,0.4987918477505418,0.5187739774363866,0.4360169722323228,0.6083668169845702,0.5756634078156564,0.5454903011379516,0.6648979604523702,0.5923427326945172
0.4193296124101069,0.5252834180700894,0.44872959767015075,0.514515492612156,0.675159427430695,0.5908096279853849,0.6182764418741025,0.6283455566378982,0.6444548492912965,0.6520962643236077
0.7081840388673066,0.5424922359499622,0.578568059022244,0.6458347630400112,0.5824101140870404,0.7326133177430266,0.6706952025009658,0.6024359487770738,0.6199643316357307,0.6192497806439061
0.5809244119644847,0.6780386581867553,0.6624891102680097,0.6240334046528286,0.7143385439738659,0.7171983600845045,0.6343093270181178,0.6269080860442073,0.6590286613216115,0.6552075588328468
0.7649783583238426,0.6697110339396839,0.6391354272739469,0.6474310560307199,0.6691378013538678,0.6317720779030227,0.660034388731191,0.7691197427236366,0.6962947028158061,0.6109690940246448
0.6623339463928521,0.7139642014118035,0.7103787687617773,0.7210999886848258,0.6803763946818564,0.6803763946818563,0.6496074857423159,0.701913373320614,0.5749897780520559,0.6566552694380123
0.6208138316119546,0.7210999886848259,0.7081788034607681,0.7203786562218977,0.6662165035899305,0.690036762811112,0.694516319904765,0.6298961694751986,0.7293858437755208,0.6128909219016576
0.6349737227038804,0.6791359878757272,0.6674552094577986,0.6532953183658727,0.7100816442147252,0.6478949079279381,0.6805598995421541,0.6471937244645423,0.6449471951968808,0.7045733915003987
