0,1,2,3,4,5,6,7,8,9
1.716724009010197,1.1984192892578436,1.7675820020102972,36.74730872502047,1.6072437696027495,16.521426548812702,6.987003335392432,7.154085255282494,3.313723351523532,2.8421749296444894
0.0,0.0,1.3181274253186026,17.024744091690856,0.6873527603859935,5.712517998820471,5.142952326662568,15.096023505795138,8.948469874544854,3.4001999725403476
0.7409217323284576,2.7724450066967843,2.19278969161048,3.439828393448891,12.181921470679542,3.471572852965336,2.7951145878675026,7.991950490589492,7.058358559147022,3.1412728604179643
4.206182474202465,1.341564388962758,0.9993558282112925,4.638943614464085,3.071735647304842,2.7809597238765917,3.168080052989494,4.531284414605647,1.6510542887689583,2.0132123670432676
3.417931234310725,3.00797975127196,2.6612145986250186,2.2856493400719082,6.641519025817344,1.7959629381224365,3.8033845364390815,1.3191011947731894,1.9575276883966657,2.301045957193626
2.76803611846083,4.828077017741787,2.2369126849676313,2.5965283545308364,4.373553866905469,1.4559608037727438,3.776191929440702,3.8963576744688946,4.479314700001916,1.9572508562859934
5.949011071895731,2.5373452834352985,3.760754211374603,4.713086490131367,3.277048255352284,3.3321161036461877,2.8090957150874765,3.0419372385445578,2.6749510151788853,6.180170270151644
2.258727296274358,2.1979767136526287,3.0075379678308374,2.3902010850999313,3.4758219702303985,4.627527872779487,4.716360489710442,0.4491362440892589,1.7057523845721867,3.5352058343216943
3.576319118075734,4.3919852018782155,2.788592046142704,3.0229628639199273,7.460463328708813,1.9665802068367657,2.5388741374307355,1.8712622969478643,1.7132071774838733,1.8729885166747564
2.8836633116562544,3.6071292805157786,3.4786428121225743,6.9108778749028925,2.8276994877124593,1.2982491911587006,3.4260323042181877,1.7610130376615425,6.616408039515836,2.760133414119412
